Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999,Rk_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,-9999_misc,fouls_per_90,start_ratio,group
346,Gustavo Gómez,DF,py Paraguay,33,1.br Palmeiras,1993,5,5,480,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d5ce52a5,346,DF,33,1993,5.3,0,0,0,3,2,1,0,2,3,,,0,Matches,d5ce52a5,0.5660377358490566,1.0,Starter
348,Nicolás González,MF,ar Argentina,28,1.es Atlético Madrid,1998,7,1,259,2.9,0,1,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matches,2374aaca,348,MF,28,1998,2.9,0,0,0,4,3,2,6,1,3,,,0,Matches,2374aaca,1.3793103448275863,0.14285714285714285,Non-Starter
349,Anthony Gordon,MF,eng England,25,1.es Barcelona,2001,6,5,396,4.4,1,3,4,1,0,0,0,0,0.23,0.68,0.91,0.23,0.91,Matches,2bd83368,349,MF,25,2001,4.4,0,0,0,4,10,0,8,3,3,,,0,Matches,2bd83368,0.9090909090909091,0.8333333333333334,Starter
350,Leon Goretzka,MF,de Germany,31,1.de Bayern Munich,1995,3,0,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cc86b9a3,350,MF,31,1995,1.1,0,0,0,0,0,0,1,1,1,,,0,Matches,cc86b9a3,0.0,0.0,Non-Starter
353,Amine Gouiri,FW,dz Algeria,26,1.fr Marseille,2000,4,3,251,2.8,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches,aad56ca3,353,FW,26,2000,2.8,0,0,0,1,1,0,1,0,1,,,0,Matches,aad56ca3,0.35714285714285715,0.75,Starter
354,Ryan Gravenberch,MF,nl Netherlands,24,1.eng Liverpool,2002,4,4,345,3.8,0,2,2,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,Matches,b8e740fb,354,MF,24,2002,3.8,0,0,0,5,3,0,4,6,1,,,0,Matches,b8e740fb,1.3157894736842106,1.0,Starter
355,Michael Gregoritsch,FW,at Austria,32,1.de Augsburg,1994,3,2,188,2.1,0,1,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,Matches,8e235926,355,FW,32,1994,2.1,0,0,0,1,1,2,0,0,0,,,0,Matches,8e235926,0.47619047619047616,0.6666666666666666,Starter
356,Florian Grillitsch,DFMF,at Austria,30,1.pt Braga,1995,2,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ffbbc83b,356,DFMF,30,1995,1.0,0,0,0,3,1,0,1,0,1,,,0,Matches,ffbbc83b,3.0,0.0,Non-Starter
358,Gabriel Gudmundsson,MFDF,se Sweden,27,1.eng Leeds United,1999,4,4,330,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d5d22a58,358,MFDF,27,1999,3.7,1,0,0,5,7,0,4,5,3,,,0,Matches,d5d22a58,1.3513513513513513,1.0,Starter
360,Marc Guéhi,DF,eng England,25,1.eng Manchester City,2000,8,7,663,7.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d0706b27,360,DF,25,2000,7.4,1,0,0,4,13,0,0,6,1,,,0,Matches,d0706b27,0.5405405405405405,0.875,Starter
362,Idrissa Gueye,MF,sn Senegal,36,1.eng Everton,1989,4,4,361,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72c812f3,362,MF,36,1989,4.0,0,0,0,2,2,0,1,2,4,,,0,Matches,72c812f3,0.5,1.0,Starter
363,Pape Gueye,MF,sn Senegal,27,1.es Villarreal,1999,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,Matches,7155e3e1,363,MF,27,1999,2.6,1,0,0,4,2,0,3,4,1,,,0,Matches,7155e3e1,1.5384615384615383,0.75,Starter
364,Bruno Guimarães,MF,br Brazil,28,1.eng Newcastle,1997,5,5,416,4.6,0,4,4,0,0,1,0,0,0.00,0.87,0.87,0.00,0.87,Matches,82518f62,364,MF,28,1997,4.6,0,0,0,4,7,0,16,2,6,,,0,Matches,82518f62,0.8695652173913044,1.0,Starter
366,Arda Güler,MF,tr Türkiye,21,1.es Real Madrid,2005,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches,3741ca58,366,MF,21,2005,3.0,0,0,0,3,10,2,14,2,3,,,0,Matches,3741ca58,1.0,1.0,Starter
367,Angus Gunn,GK,sct Scotland,30,1.eng Nottingham,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e082af5b,367,GK,30,1996,3.0,0,0,0,0,0,0,0,0,1,,,0,Matches,e082af5b,0.0,1.0,Starter
368,Malo Gusto,DF,fr France,23,1.eng Chelsea,2003,5,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d56b9520,368,DF,23,2003,1.3,0,0,0,4,2,0,2,2,3,,,0,Matches,d56b9520,3.0769230769230766,0.2,Non-Starter
369,Brian Gutiérrez,MF,mx Mexico,22,1.mx Guadalajara,2003,4,2,198,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d88f31db,369,MF,22,2003,2.2,1,0,0,5,3,0,5,2,1,,,0,Matches,d88f31db,2.2727272727272725,0.5,Starter
370,Jorge Gutiérrez,DF,pa Panama,27,1.ve Dep. La Guaira,1998,1,1,87,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,56f6d192,370,DF,27,1998,1.0,0,0,0,1,2,0,0,1,1,,,0,Matches,56f6d192,1.0,1.0,Starter
371,Joško Gvardiol,DF,hr Croatia,24,1.eng Manchester City,2002,4,2,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5ad50391,371,DF,24,2002,1.5,0,0,0,2,3,0,0,2,2,,,0,Matches,5ad50391,1.3333333333333333,0.5,Starter
372,Viktor Gyökeres,FW,se Sweden,28,1.eng Arsenal,1998,4,4,360,4.0,1,2,3,1,0,0,1,0,0.25,0.50,0.75,0.25,0.75,Matches,4d5a9185,372,FW,28,1998,4.0,1,0,0,4,7,1,1,0,1,,,0,Matches,4d5a9185,1.0,1.0,Starter
373,Aziz Gʻaniyev,MF,uz Uzbekistan,28,,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0c492054,373,MF,28,1998,1.4,0,0,0,2,1,0,6,0,6,,,0,Matches,0c492054,1.4285714285714286,0.5,Starter
374,Erling Haaland,FW,no Norway,25,1.eng Manchester City,2000,5,5,465,5.2,7,0,7,7,0,0,0,0,1.35,0.00,1.35,1.35,1.35,Matches,1f44ac21,374,FW,25,2000,5.2,0,0,0,5,3,0,1,1,0,,,0,Matches,1f44ac21,0.9615384615384615,1.0,Starter
375,Ihsan Haddad,DF,jo Jordan,32,1.jo Al-Hussein SC,1994,3,3,260,2.9,0,1,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matches,85660a5d,375,DF,32,1994,2.9,0,0,0,3,1,0,8,2,1,,,0,Matches,85660a5d,1.0344827586206897,1.0,Starter
376,Anis Hadj Moussa,MF,dz Algeria,24,1.nl Feyenoord,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bc7eef2,376,MF,24,2002,1.1,0,0,0,0,2,0,5,1,0,,,0,Matches,7bc7eef2,0.0,0.3333333333333333,Non-Starter
377,Jaouen Hadjam,DF,dz Algeria,23,1.ch Young Boys,2003,3,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,576817b7,377,DF,23,2003,1.2,0,0,0,0,0,0,1,1,1,,,0,Matches,576817b7,0.0,0.3333333333333333,Non-Starter
380,Karim Hafez,DF,eg Egypt,30,1.eg Pyramids FC,1996,3,2,172,1.9,0,1,1,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,Matches,d2debf23,380,DF,30,1996,1.9,0,0,0,1,2,0,3,3,1,,,0,Matches,d2debf23,0.5263157894736842,0.6666666666666666,Starter
381,Ehsan Hajsafi,DF,ir IR Iran,36,1.ir Sepahan,1990,2,1,91,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b060e3b8,381,DF,36,1990,1.0,1,0,0,2,1,0,2,1,0,,,0,Matches,b060e3b8,2.0,0.5,Starter
382,Achraf Hakimi,DF,ma Morocco,27,1.fr PSG,1998,6,6,570,6.3,1,2,3,1,0,0,1,0,0.16,0.32,0.47,0.16,0.47,Matches,e42d61c7,382,DF,27,1998,6.3,1,0,0,7,16,0,35,5,10,,,0,Matches,e42d61c7,1.1111111111111112,1.0,Starter
383,Redouane Halhal,DF,ma Morocco,23,1.be Mechelen,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e17c2cec,383,DF,23,2003,2.0,1,0,0,3,5,1,0,1,1,,,0,Matches,e17c2cec,1.5,1.0,Starter
384,Ali Al Hamadi,FW,iq Iraq,24,2.eng Ipswich Town,2002,3,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8450467d,384,FW,24,2002,2.0,0,0,0,1,5,0,0,2,2,,,0,Matches,8450467d,0.5,0.6666666666666666,Starter
386,Mohamed Amine Ben Hamida,DF,tn Tunisia,30,1.tn Espérance Tunis,1995,3,2,202,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2a5e8f82,386,DF,30,1995,2.2,0,0,0,3,1,0,1,1,9,,,0,Matches,2a5e8f82,1.3636363636363635,0.6666666666666666,Starter
388,Lee Han-beom,DF,kr Korea Republic,23,1.dk Midtjylland,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,071f2dd3,388,DF,23,2002,3.0,0,0,0,7,2,0,2,3,2,,,0,Matches,071f2dd3,2.3333333333333335,1.0,Starter
389,Grant Hanley,DF,sct Scotland,34,1.sct Hibernian,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9254eec,389,DF,34,1991,2.0,0,0,0,1,0,1,0,1,2,,,0,Matches,e9254eec,0.5,1.0,Starter
391,Mohamed Hany,DF,eg Egypt,30,1.eg Al Ahly,1996,5,5,480,5.3,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,9bcf1513,391,DF,30,1996,5.3,0,0,0,2,1,0,15,6,9,,,2,Matches,9bcf1513,0.37735849056603776,1.0,Starter
392,Moteb Al-Harbi,DF,sa Saudi Arabia,26,1.sa Al-Hilal,2000,3,2,188,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d88554c,392,DF,26,2000,2.1,0,0,0,0,4,0,1,4,1,,,0,Matches,1d88554c,0.0,0.6666666666666666,Starter
393,Saleh Hardani,DF,ir IR Iran,27,1.ir Esteghlal,1998,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a9b682b,393,DF,27,1998,1.0,0,0,0,0,2,0,1,2,2,,,0,Matches,3a9b682b,0.0,0.5,Starter
394,Carlos Harvey,MF,pa Panama,26,1.us Minnesota Utd,2000,3,3,267,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3f18600c,394,MF,26,2000,3.0,1,0,0,8,3,0,0,0,3,,,0,Matches,3f18600c,2.6666666666666665,1.0,Starter
395,Akam Hashim,DF,iq Iraq,27,1.iq Al-Zawra'a SC,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8416e89,395,DF,27,1998,3.0,0,0,0,0,3,0,0,2,1,,,0,Matches,f8416e89,0.0,1.0,Starter
396,Haissem Hassan,MF,eg Egypt,24,1.es Oviedo,2002,2,1,126,1.4,0,1,1,0,0,0,2,0,0.00,0.71,0.71,0.00,0.71,Matches,e0979e74,396,MF,24,2002,1.4,2,0,0,2,2,0,9,0,1,,,0,Matches,e0979e74,1.4285714285714286,0.5,Starter
397,Jalal Hassan,GK,iq Iraq,35,1.iq Al-Zawra'a SC,1991,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87351c2e,397,GK,35,1991,1.5,0,0,0,0,1,0,0,0,0,,,0,Matches,87351c2e,0.0,0.5,Starter
400,Kai Havertz,FW,de Germany,27,1.eng Arsenal,1999,4,4,353,3.9,3,0,3,2,1,1,1,0,0.76,0.00,0.76,0.51,0.51,Matches,fed7cb61,400,FW,27,1999,3.9,1,0,0,3,4,1,1,1,2,,,0,Matches,fed7cb61,0.7692307692307693,1.0,Starter
402,Jan Paul van Hecke,DF,nl Netherlands,26,1.eng Brighton,2000,4,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,4fd08daa,402,DF,26,2000,4.3,0,0,0,4,2,0,1,4,3,,,0,Matches,4fd08daa,0.9302325581395349,1.0,Starter
403,Hwang Hee-chan,FW,kr Korea Republic,30,1.eng Wolves,1996,3,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,169fd162,403,FW,30,1996,1.2,0,0,0,1,2,0,0,0,1,,,0,Matches,169fd162,0.8333333333333334,0.3333333333333333,Non-Starter
404,Torbjørn Heggem,DF,no Norway,27,1.it Bologna,1999,5,5,443,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,834fea76,404,DF,27,1999,4.9,0,0,0,2,0,0,0,2,7,,,0,Matches,834fea76,0.4081632653061224,1.0,Starter
406,Dean Henderson,GK,eng England,29,1.eng Crystal Palace,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e5a76dfe,406,GK,29,1997,1.0,0,0,0,0,0,0,0,1,0,,,0,Matches,e5a76dfe,0.0,1.0,Starter
408,Jack Hendry,DF,sct Scotland,31,1.sa Al-Ettifaq,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ffed43e3,408,DF,31,1995,3.0,0,0,0,1,3,0,0,0,2,,,0,Matches,ffed43e3,0.3333333333333333,1.0,Starter
410,Theo Hernández,DF,fr France,28,1.sa Al-Hilal,1997,5,3,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d4c9725f,410,DF,28,1997,2.9,0,0,0,2,4,0,6,3,1,,,0,Matches,d4c9725f,0.6896551724137931,0.6,Starter
411,Lucas Herrington,DF,au Australia,18,1.us Colorado Rapids,2007,2,2,210,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f808c85,411,DF,18,2007,2.3,0,0,0,2,0,0,0,2,1,,,0,Matches,6f808c85,0.8695652173913044,1.0,Starter
412,Son Heung-min,FW,kr Korea Republic,33,1.us LAFC,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92e7e919,412,FW,33,1992,1.9,0,0,0,0,4,2,3,0,1,,,0,Matches,92e7e919,0.0,0.6666666666666666,Starter
414,Isak Hien,DF,se Sweden,27,1.it Atalanta,1999,3,3,216,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,12806697,414,DF,27,1999,2.4,1,0,0,3,3,0,0,1,3,,,0,Matches,12806697,1.25,1.0,Starter
415,Piero Hincapié,DF,ec Ecuador,24,1.eng Arsenal,2002,4,4,339,3.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,0c7a48f8,415,DF,24,2002,3.8,1,1,0,5,4,0,14,4,5,,,0,Matches,0c7a48f8,1.3157894736842106,1.0,Starter
416,Adam Hložek,FW,cz Czechia,23,1.de Hoffenheim,2002,3,2,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5521f419,416,FW,23,2002,1.7,0,0,0,4,4,0,0,1,1,,,0,Matches,5521f419,2.3529411764705883,0.6666666666666666,Starter
417,Tomáš Holeš,DF,cz Czechia,33,1.cz Slavia Prague,1993,2,2,153,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e03c2d97,417,DF,33,1993,1.7,0,0,0,2,2,0,0,4,3,,,0,Matches,e03c2d97,1.1764705882352942,1.0,Starter
419,Robin Hranáč,DF,cz Czechia,26,1.de Hoffenheim,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,95d5aea2,419,DF,26,2000,3.0,0,0,0,6,0,0,1,1,0,,,0,Matches,95d5aea2,2.0,1.0,Starter
423,Ayman Hussein,FW,iq Iraq,30,1.iq Al-Karma,1996,2,2,115,1.3,1,0,1,1,0,0,0,0,0.78,0.00,0.78,0.78,0.78,Matches,8b574de7,423,FW,30,1996,1.3,0,0,0,2,1,0,0,0,0,,,1,Matches,8b574de7,1.5384615384615383,1.0,Starter
424,Oh Hyeon-gyu,FW,kr Korea Republic,25,1.tr Beşiktaş,2001,3,1,129,1.4,1,0,1,1,0,0,0,0,0.70,0.00,0.70,0.70,0.70,Matches,d25422fb,424,FW,25,2001,1.4,0,0,0,0,1,0,1,0,0,,,0,Matches,d25422fb,0.0,0.3333333333333333,Non-Starter
427,Yasser Ibrahim,DF,eg Egypt,33,1.eg Al Ahly,1993,5,4,467,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,0b89ad1b,427,DF,33,1993,5.2,2,0,0,6,3,0,0,3,6,,,0,Matches,0b89ad1b,1.1538461538461537,0.8,Starter
429,Hwang In-beom,MF,kr Korea Republic,29,1.nl Feyenoord,1996,3,3,263,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches,92fa5d28,429,MF,29,1996,2.9,0,0,0,1,1,0,2,4,2,,,0,Matches,92fa5d28,0.3448275862068966,1.0,Starter
430,Christ Inao Oulaï,MF,ci Côte d'Ivoire,20,1.tr Trabzonspor,2006,4,2,208,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,62709ee4,430,MF,20,2006,2.3,0,0,0,3,5,0,0,6,4,,,0,Matches,62709ee4,1.3043478260869565,0.5,Starter
431,Zidane Iqbal,MF,iq Iraq,23,1.nl Utrecht,2003,3,2,188,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6fa3c28e,431,MF,23,2003,2.1,0,0,0,1,2,0,2,1,2,,,0,Matches,6fa3c28e,0.47619047619047616,0.6666666666666666,Starter
432,Nestory Irankunda,FWMF,au Australia,20,2.eng Watford,2006,4,3,261,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,4ac730b2,432,FWMF,20,2006,2.9,0,0,0,4,5,0,1,1,0,,,0,Matches,4ac730b2,1.3793103448275863,0.75,Starter
433,Jackson Irvine,MF,au Australia,33,1.de St Pauli,1993,4,2,223,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4637747c,433,MF,33,1993,2.5,1,0,0,3,3,0,2,1,1,,,0,Matches,4637747c,1.2,0.5,Starter
434,Alexander Isak,FW,se Sweden,26,1.eng Liverpool,1999,4,4,357,4.0,1,3,4,1,0,0,0,0,0.25,0.76,1.01,0.25,1.01,Matches,8e92be30,434,FW,26,1999,4.0,0,0,0,4,1,5,3,0,2,,,0,Matches,8e92be30,1.0,1.0,Starter
435,Wilson Isidor,FW,ht Haiti,25,1.eng Sunderland,2000,3,2,186,2.1,1,0,1,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches,a671316d,435,FW,25,2000,2.1,0,0,0,3,2,1,0,1,1,,,0,Matches,a671316d,1.4285714285714286,0.6666666666666666,Starter
437,Zaid Ismail,MF,iq Iraq,24,1.iq Al-Talaba,2002,2,2,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c65effaa,437,MF,24,2002,1.3,0,0,0,2,0,0,0,1,4,,,0,Matches,c65effaa,1.5384615384615383,1.0,Starter
438,Ko Itakura,DF,jp Japan,29,1.nl Ajax,1997,2,2,128,1.4,0,1,1,0,0,0,0,0,0.00,0.70,0.70,0.00,0.70,Matches,97d545ae,438,DF,29,1997,1.4,0,0,0,1,0,0,0,1,0,,,0,Matches,97d545ae,0.7142857142857143,1.0,Starter
439,Jacob Italiano,DF,au Australia,24,1.at Grazer AK,2001,2,2,163,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2eb0ee9a,439,DF,24,2001,1.8,1,0,0,0,0,0,8,1,2,,,0,Matches,2eb0ee9a,0.0,1.0,Starter
440,Hiroki Ito,DF,jp Japan,27,1.de Bayern Munich,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,204dded0,440,DF,27,1999,4.0,0,0,0,7,0,0,9,0,2,,,0,Matches,204dded0,1.75,1.0,Starter
441,Junya Itō,MF,jp Japan,33,1.be Genk,1993,4,2,216,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,dbd3a428,441,MF,33,1993,2.4,0,0,0,2,5,0,17,1,2,,,0,Matches,dbd3a428,0.8333333333333334,0.5,Starter
443,Nicolas Jackson,FW,sn Senegal,24,1.de Bayern Munich,2001,4,2,234,2.6,0,1,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches,9c36ed83,443,FW,24,2001,2.6,0,0,0,2,0,5,1,1,2,,,0,Matches,9c36ed83,0.7692307692307692,0.5,Starter
444,Lee Jae-sung,FW,kr Korea Republic,33,1.de Mainz 05,1992,2,2,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,34b0387f,444,FW,33,1992,1.3,0,0,0,1,4,1,0,2,3,,,0,Matches,34b0387f,0.7692307692307692,1.0,Starter
446,Ismail Jakobs,DF,sn Senegal,26,1.tr Galatasaray,1999,3,2,219,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a0415710,446,DF,26,1999,2.4,0,0,0,2,0,0,18,2,2,,,0,Matches,a0415710,0.8333333333333334,0.6666666666666666,Starter
447,Reece James,DF,eng England,26,1.eng Chelsea,1999,5,3,319,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1265a93a,447,DF,26,1999,3.5,0,0,0,3,1,0,9,3,3,,,0,Matches,1265a93a,0.8571428571428571,0.6,Starter
451,Ali Jasim,MF,iq Iraq,22,1.sa Al-Najma,2004,2,2,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a927a6f,451,MF,22,2004,1.4,0,0,0,1,0,0,4,0,1,,,0,Matches,1a927a6f,0.7142857142857143,1.0,Starter
452,Danley Jean-Jacques,MF,ht Haiti,26,1.us Philadelphia,2000,3,3,259,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,59fcbd6d,452,MF,26,2000,2.9,1,0,0,5,3,0,1,3,6,,,0,Matches,59fcbd6d,1.7241379310344829,1.0,Starter
454,Raúl Jiménez,FW,mx Mexico,35,1.eng Fulham,1991,4,4,317,3.5,3,0,3,2,1,1,0,0,0.85,0.00,0.85,0.57,0.57,Matches,b561db50,454,FW,35,1991,3.5,0,0,0,7,2,2,0,0,1,,,0,Matches,b561db50,2.0,1.0,Starter
458,Alistair Johnston,DF,ca Canada,27,1.sct Celtic,1998,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4fb17e20,458,DF,27,1998,5.0,1,0,0,5,4,0,19,6,2,,,0,Matches,4fb17e20,1.0,1.0,Starter
459,Frenkie de Jong,MF,nl Netherlands,29,1.es Barcelona,1997,4,4,328,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1bacc518,459,MF,29,1997,3.6,0,0,0,6,6,0,1,8,7,,,0,Matches,1bacc518,1.6666666666666665,1.0,Starter
460,Lenny Joseph,FW,ht Haiti,25,1.hu Ferencváros,2000,3,1,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1828392,460,FW,25,2000,1.3,0,0,0,6,1,0,0,0,0,,,0,Matches,d1828392,4.615384615384615,0.3333333333333333,Non-Starter
461,Edmilson Junior,MFFW,qa Qatar,31,1.qa Al Duhail SC,1994,3,3,210,2.3,0,1,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches,620764f4,461,MFFW,31,1994,2.3,0,0,0,4,2,1,4,0,1,,,0,Matches,620764f4,1.7391304347826089,1.0,Starter
462,Vinicius Júnior,FW,br Brazil,25,1.es Real Madrid,2000,5,5,440,4.9,4,1,5,4,0,0,0,0,0.82,0.20,1.02,0.82,1.02,Matches,7111d552,462,FW,25,2000,4.9,0,0,0,4,10,3,12,1,1,,,0,Matches,7111d552,0.8163265306122448,1.0,Starter
463,Elijah Just,MF,nz New Zealand,26,1.sct Motherwell,2000,3,3,264,2.9,3,0,3,3,0,0,1,0,1.02,0.00,1.02,1.02,1.02,Matches,0c295d6e,463,MF,26,2000,2.9,1,0,0,3,2,0,2,2,3,,,0,Matches,0c295d6e,1.0344827586206897,1.0,Starter
464,Musab Al Juwayr,MFFW,sa Saudi Arabia,22,1.sa Al-Qadsiah,2003,3,2,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,62592fc1,464,MFFW,22,2003,1.7,0,0,0,1,1,2,7,1,3,,,0,Matches,62592fc1,0.5882352941176471,0.6666666666666666,Starter
466,Ozan Kabak,DF,tr Türkiye,26,1.de Hoffenheim,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d61d13a,466,DF,26,2000,1.0,0,0,0,3,0,0,1,0,2,,,0,Matches,2d61d13a,3.0,1.0,Starter
467,Ferdi Kadioglu,DF,tr Türkiye,26,1.eng Brighton,1999,2,2,159,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,66c52a77,467,DF,26,1999,1.8,0,0,0,0,3,0,4,1,2,,,0,Matches,66c52a77,0.0,1.0,Starter
471,Daichi Kamada,MF,jp Japan,29,1.eng Crystal Palace,1996,4,4,329,3.7,2,0,2,2,0,0,1,0,0.55,0.00,0.55,0.55,0.55,Matches,15b287da,471,MF,29,1996,3.7,1,0,0,2,4,1,4,1,3,,,0,Matches,15b287da,0.5405405405405405,1.0,Starter
472,Hossein Kanaanizadegan,DF,ir IR Iran,32,1.ir Persepolis,1994,2,2,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,24353c25,472,DF,32,1994,1.5,1,0,0,1,0,0,0,2,0,,,0,Matches,24353c25,0.6666666666666666,1.0,Starter
473,Harry Kane,FW,eng England,32,1.de Bayern Munich,1993,7,7,652,7.2,6,1,7,4,2,2,0,0,0.83,0.14,0.97,0.55,0.69,Matches,21a66f6a,473,FW,32,1993,7.2,0,0,0,8,9,2,1,1,3,,,0,Matches,21a66f6a,1.1111111111111112,1.0,Starter
